gene	annotation	no_sequences	aln_len	pos_count	pos_per_codon	mean_n_dev_pos	stdev_n_dev_pos	max_n_dev
JMBIMI_09820	hypothetical protein	125	93	0	0.0			0.0
IECMBI_07195	hypothetical protein	1	83	0	0.0			0.0
LGFMJF_00330	tetraacyldisaccharide 4'-kinase	59	428	0	0.0			0.0
GEEBOD_08150	4-hydroxyphenylacetate 3-monooxygenase, reductasecomponent	125	167	0	0.0			0.0
AFIEGL_11645	hypothetical protein	123	138	0	0.0			0.0
LCAGDG_01790	hypothetical protein	1	70	0	0.0			0.0
MCBNGC_00230	hypothetical protein	125	85	0	0.0			0.0
GONEAM_05870	ubiquinone-binding protein	125	146	0	0.0			0.0
KIIHOL_07955	magnesium/cobalt efflux protein	125	275	0	0.0			0.0
GBEPFH_02435	Putative phage associated protein	1	159	0	0.0			0.0
JDLPOL_09705	Phage associated protein	121	191	0	0.0			0.0
OEJBCO_00495	hypothetical protein	1	86	0	0.0			0.0
GILMCH_01550	hemolysin	125	203	0	0.0			0.0
CJNHGO_06665	hypothetical protein	1	492	0	0.0			0.0
NNPMCJ_07090	Putative phosphoenolpyruvate synthase regulatoryprotein	125	274	0	0.0			0.0
GHKIBE_01110	hypothetical protein	1	70	0	0.0			0.0
CMGIPM_00070	hypothetical protein	1	222	0	0.0			0.0
DPNOOC_06420	hypothetical protein	1	293	0	0.0			0.0
JPGLBI_02450	50S ribosomal protein L28	125	78	0	0.0			0.0
DCBGBN_06780	Neisseria toxin MafB	120	151	0	0.0			0.0
ACIHAE_10400	dioxygenase	125	69	0	0.0			0.0
OPCPNN_08955	oxidative damage protection protein	124	89	0	0.0			0.0
DPOILH_10255	30S ribosomal protein S4	124	207	0	0.0			0.0
OIJOPB_02215	hypothetical protein	1	83	0	0.0			0.0
DNHNFJ_11185	Site-specific DNA recombinase SpoIVCA/DNAinvertase PinE	2	177	0	0.0			0.0
EFGCPC_04610	MafB family polymorphic toxin	1	180	0	0.0			0.0
HPHECO_02995	Prokaryotic membrane lipolipid attachment sitefamily protein	125	193	0	0.0			0.0
FPKBML_10275	hypothetical protein	1	304	0	0.0			0.0
NEILBB_00085	GTP cyclohydrolase-2	125	198	0	0.0			0.0
EGAONJ_08710	Opacity protein V28	2	309	0	0.0			0.0
NEILBB_00780	Lipoprotein	17	120	0	0.0			0.0
HLLAKN_09650	hypothetical protein	1	71	0	0.0			0.0
BAEFEI_06120	hypothetical protein	1	113	0	0.0			0.0
HJAEIG_06695	hypothetical protein	1	104	0	0.0			0.0
HJAEIG_06985	F0F1 ATP synthase subunit C	125	79	0	0.0			0.0
GHKIBE_02490	hypothetical protein	1	196	0	0.0			0.0
HJAEIG_05625	hypothetical protein	9	187	0	0.0			0.0
JDLPOL_11875	hypothetical protein	1	83	0	0.0			0.0
GHKIBE_06805	baseplate protein	1	183	0	0.0			0.0
DBIOJN_05895	hypothetical protein	109	70	0	0.0			0.0
NKPBLJ_02675	sulfurtransferase	125	108	0	0.0			0.0
DCGKFM_03465	citrate synthase	125	428	0	0.0			0.0
PNIJEF_05165	hypothetical protein	121	59	0	0.0			0.0
ACIHAE_09070	IscS subfamily cysteine desulfurase	125	405	0	0.0			0.0
LKENIL_05890	L,D-transpeptidase	125	148	0	0.0			0.0
HEIKPG_07685	hypothetical protein	31	39	0	0.0			0.0
HEEDGJ_08340	NlpC/P60 family	123	144	0	0.0			0.0
OIJOPB_10355	hypothetical protein	2	63	0	0.0			0.0
MCBNGC_00375	hypothetical protein	1	153	0	0.0			0.0
PDCJLA_09820	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	125	459	0	0.0			0.0
CEMIJF_04650	Group 1 glycosyl transferase	1	208	0	0.0			0.0
ICENOK_04750	Ych	45	53	0	0.0			0.0
AKGBFI_04110	Fis family transcriptional regulator	125	80	0	0.0			0.0
HPHECO_09735	EamA-like transporter family	125	292	0	0.0			0.0
HJAEIG_09850	hypothetical protein	1	100	0	0.0			0.0
OIJOPB_05105	bifunctional tetrahydrofolatesynthase/dihydrofolate synthase	125	425	0	0.0			0.0
CLFGNL_08130	hypothetical protein	1	159	0	0.0			0.0
DDFKJF_07560	tRNA(Ile)-lysidine synthase	125	437	0	0.0			0.0
HEEDGJ_09965	ABC transporter	125	124	0	0.0			0.0
KBCHFE_07620	Protein HitA	125	108	0	0.0			0.0
FLPKAP_09500	hypothetical protein	1	135	0	0.0			0.0
MCBNGC_11365	hypothetical protein	1	241	0	0.0			0.0
DBIOJN_08440	meta-pathway of phenol degradation familyprotein	1	289	0	0.0			0.0
DEODPA_09640	YdcF family protein	125	219	0	0.0			0.0
ELOKED_10075	hypothetical protein	1	30	0	0.0			0.0
JPGLBI_05670	hypothetical protein	11	48	0	0.0			0.0
LKENIL_00070	hypothetical protein	2	87	0	0.0			0.0
PDBIIP_04285	Transposase for IS1016	1	150	0	0.0			0.0
LKENIL_01545	lipoprotein-releasing ABC transporter ATP-bindingprotein LolD	125	232	0	0.0			0.0
HPHECO_02250	hypothetical protein	1	44	0	0.0			0.0
HEPKNL_10920	Lactoferrin-binding protein B	1	359	0	0.0			0.0
GGPHLK_05560	hypothetical protein	1	72	0	0.0			0.0
LKENIL_08960	Type II nicking enzyme V-NmeAIP	125	141	0	0.0			0.0
MKPBBA_11615	Antitoxin VbhA family protein	1	56	0	0.0			0.0
GONEAM_03535	transcriptional regulator CysB	125	317	0	0.0			0.0
KHMBHM_09210	Expressed protein	125	115	0	0.0			0.0
CEMIJF_03150	30S ribosomal protein S12	125	124	0	0.0			0.0
PNIJEF_03790	DUF2523 domain-containing protein	2	97	0	0.0			0.0
HEPKNL_08370	hypothetical protein	88	83	0	0.0			0.0
PDBIIP_10675	Large pilS cassette protein	1	210	0	0.0			0.0
EBIOOC_06180	Zot domain-containing protein	124	396	0	0.0			0.0
MCMGGC_06340	Putative lipoprotein	125	105	0	0.0			0.0
FOGPJI_06000	guanylate kinase	125	206	0	0.0			0.0
CEMIJF_08790	hypothetical protein	1	102	0	0.0			0.0
DKMLDN_09485	YbaB/EbfC family nucleoid-associated protein	125	112	0	0.0			0.0
GHKIBE_06215	hypothetical protein	1	159	0	0.0			0.0
KGFFKI_10355	cytochrome B	125	177	0	0.0			0.0
DPOILH_11280	virulence factor	7	95	0	0.0			0.0
ACIHAE_11260	hypothetical protein	1	89	0	0.0			0.0
DBIOJN_05375	hypothetical protein	1	92	0	0.0			0.0
GHKIBE_00230	PpiC domain-containing protein	125	289	0	0.0			0.0
JCPBFJ_07115	translation initiation factor IF-3	125	66	0	0.0			0.0
CPFJAA_11385	conjugal transfer protein TraL	7	242	0	0.0			0.0
IECMBI_01465	iron-sulfur cluster insertion protein ErpA	115	113	0	0.0			0.0
JDLPOL_07870	hypothetical protein	1	157	0	0.0			0.0
DFBINA_11270	translation initiation factor IF-1	125	73	0	0.0			0.0
LGFMJF_06640	shikimate dehydrogenase	125	270	0	0.0			0.0
NNPMCJ_08470	hypothetical protein	13	119	0	0.0			0.0
OIJOPB_10730	hypothetical protein	124	146	0	0.0			0.0
IECMBI_02630	aspartate 1-decarboxylase	125	128	0	0.0			0.0
EFGCPC_09605	glucose/galactose MFS transporter	125	408	0	0.0			0.0
AENKPA_07595	recombination regulator RecX	125	154	0	0.0			0.0
CPFJAA_11220	tetracycline resistance ribosomal protectionprotein Tet(M)	3	640	0	0.0			0.0
OEJBCO_01635	hypothetical protein	1	93	0	0.0			0.0
IPDDEA_08445	dephospho-CoA kinase	125	211	0	0.0			0.0
DDFKJF_03900	hypothetical protein	125	122	0	0.0			0.0
JMBIMI_00635	hypothetical protein	1	157	0	0.0			0.0
LJCBIJ_06055	growth inhibitor PemK	123	116	0	0.0			0.0
BOOKHB_07710	hypothetical protein	4	47	0	0.0			0.0
DBIOJN_05410	hypothetical protein	1	131	0	0.0			0.0
EGAONJ_07425	copper-binding protein	125	165	0	0.0			0.0
DFBINA_04725	hypothetical protein	88	57	0	0.0			0.0
DBIOJN_01315	hypothetical protein	125	64	0	0.0			0.0
LKENIL_04035	HPr(Ser) kinase/phosphatase	125	321	0	0.0			0.0
HPHECO_02300	colicin V production protein	125	166	0	0.0			0.0
CLFGNL_03900	hypothetical protein	1	317	0	0.0			0.0
HEEDGJ_01215	hypothetical protein	1	87	0	0.0			0.0
OIJOPB_02915	ribosome silencing factor	125	129	0	0.0			0.0
ALJDAG_04165	hypothetical protein	1	163	0	0.0			0.0
FNBPCP_01600	50S ribosomal protein L16	47	150	0	0.0			0.0
AMHIEJ_05040	pyruvate kinase	125	491	0	0.0			0.0
GBEPFH_03425	Membrane protein	125	96	0	0.0			0.0
CEMIJF_02440	Elongation factor Ts	125	55	0	0.0			0.0
DFBINA_03235	dCTP deaminase	125	189	0	0.0			0.0
FDOLEH_04395	UDP-N-acetylglucosamine1-carboxyvinyltransferase	125	418	0	0.0			0.0
ELOKED_08260	crossover junction endodeoxyribonuclease RuvC	125	179	0	0.0			0.0
KIIHOL_00130	50S ribosomal protein L21	125	103	0	0.0			0.0
LMPAAK_08920	DUF4065 domain-containing protein	2	216	0	0.0			0.0
BOOKHB_11705	enoyl-ACP reductase FabI	124	262	0	0.0			0.0
ACIHAE_00540	N-acetyltransferase domain-containing protein	122	85	0	0.0			0.0
HMKGBL_06470	hypothetical protein	125	61	0	0.0			0.0
BNBOEA_00405	Fumarate hydratase class I	56	348	0	0.0			0.0
FLPKAP_05250	50S ribosomal protein L31	125	72	0	0.0			0.0
HPHECO_10055	Stress response protein	125	104	0	0.0			0.0
GBEPFH_04575	Putative lipoprotein	123	85	0	0.0			0.0
LCAGDG_03745	hypothetical protein	124	36	0	0.0			0.0
FLPKAP_06615	acetolactate synthase small subunit	125	164	0	0.0			0.0
FOAFML_06650	methyltransferase	124	222	0	0.0			0.0
GHKIBE_07980	DUF1841 domain-containing protein	125	157	0	0.0			0.0
HMKGBL_05485	Integral membrane protein	125	59	0	0.0			0.0
DDFKJF_01210	serine hydrolase	125	177	0	0.0			0.0
IECMBI_08025	RNA-binding protein	1	153	0	0.0			0.0
CPFJAA_09885	bacteriocin transporter	102	79	0	0.0			0.0
PDCJLA_11225	hypothetical protein	1	126	0	0.0			0.0
LJCBIJ_05060	2-amino-4-hydroxy-6-hydroxymethyldihydropteridinediphosphokinase	125	165	0	0.0			0.0
AAJHJC_09275	hypothetical protein	96	63	0	0.0			0.0
HEIKPG_04360	DNA polymerase III subunit chi	125	147	0	0.0			0.0
LJCBIJ_05380	porphobilinogen synthase	125	334	0	0.0			0.0
GBEPFH_02075	Hemoglobin receptor	125	117	0	0.0			0.0
FLPKAP_10310	DNA-binding transcriptional regulator HexR	125	283	0	0.0			0.0
JDLPOL_08000	hypothetical protein	1	87	0	0.0			0.0
GHKIBE_03315	putative conserved small protein	123	183	0	0.0			0.0
IECMBI_04780	putative small protein	125	65	0	0.0			0.0
IPPGFL_02230	hypothetical protein	7	86	0	0.0			0.0
IEGIFK_03645	replication initiation factor	30	346	0	0.0			0.0
AMHIEJ_10080	succinate dehydrogenase flavoprotein subunit	125	588	0	0.0			0.0
MKPBBA_11610	DNA-binding protein	1	160	0	0.0			0.0
DBIOJN_11130	cell division protein FtsB	125	93	0	0.0			0.0
IECMBI_11390	conjugal transfer system pilin TrbC	7	128	0	0.0			0.0
HJAEIG_00765	hypothetical protein	1	93	0	0.0			0.0
PDCJLA_09485	recombinase RecA	125	349	0	0.0			0.0
DKMLDN_07015	hypothetical protein	125	120	0	0.0			0.0
ODMHAO_10905	hypothetical protein	1	537	0	0.0			0.0
MCBNGC_01150	hypothetical protein	1	101	0	0.0			0.0
FPFEIB_09990	hypothetical protein	1	79	0	0.0			0.0
CIKFOC_09975	peptide deformylase	125	168	0	0.0			0.0
CEMIJF_04445	hypothetical protein	1	166	0	0.0			0.0
NNPMCJ_02800	hypothetical protein	36	89	0	0.0			0.0
CLFGNL_03515	hypothetical protein	1	92	0	0.0			0.0
LOGDOA_08880	NADH-quinone oxidoreductase subunit NuoF	125	434	0	0.0			0.0
JJNNBF_01725	Ydg	40	114	0	0.0			0.0
FPFEIB_04605	Membrane protein	125	103	0	0.0			0.0
FPFEIB_00645	EndoU-bacteria domain-containing protein	75	179	0	0.0			0.0
CLFGNL_00620	ABC transporter	124	94	0	0.0			0.0
PMGANF_07675	hypothetical protein	5	71	0	0.0			0.0
DNHNFJ_07870	XRE family transcriptional regulator	5	252	0	0.0			0.0
OJCHKC_11655	chromosome partitioning protein ParA	7	252	0	0.0			0.0
DCGKFM_09615	hypothetical protein	102	48	0	0.0			0.0
BCKFAO_01780	hypothetical protein	18	68	0	0.0			0.0
LMPAAK_05495	type I-C CRISPR-associated protein Cas7/Csd2	1	249	0	0.0			0.0
DPOILH_05860	hypothetical protein	97	73	0	0.0			0.0
HEIKPG_00810	Putative type II DNA modification methylase	1	207	0	0.0			0.0
CEMIJF_08935	hypothetical protein	1	62	0	0.0			0.0
GHKIBE_11580	hypothetical protein	4	86	0	0.0			0.0
DKMLDN_04975	F0F1 ATP synthase subunit alpha	125	516	0	0.0			0.0
DPNOOC_05785	hypothetical protein	1	172	0	0.0			0.0
OIJOPB_11050	MarC family integral membrane protein	125	218	0	0.0			0.0
OEJBCO_03410	type III restriction endonuclease subunit M	91	500	0	0.0			0.0
ELOKED_10800	Transcriptional regulator	50	42	0	0.0			0.0
BAEFEI_09900	N-acetyltransferase	125	164	0	0.0			0.0
FLIFPJ_02715	hypothetical protein	1	116	0	0.0			0.0
LMPAAK_11330	hypothetical protein	1	101	0	0.0			0.0
AAPKIE_06825	hypothetical protein	120	110	0	0.0			0.0
NNPMCJ_00800	Putative maltose phosphorylase	18	258	0	0.0			0.0
DPOILH_11270	MarR	7	144	0	0.0			0.0
DBIOJN_06415	DUF4390 domain-containing protein	125	200	0	0.0			0.0
OPCPNN_02800	hypothetical protein	11	50	0	0.0			0.0
GONEAM_05710	DUF333 domain-containing protein	124	72	0	0.0			0.0
GONEAM_03705	division/cell wall cluster transcriptionalrepressor MraZ	125	152	0	0.0			0.0
JDLPOL_01535	hypothetical protein	1	71	0	0.0			0.0
LGFMJF_05150	hypothetical protein	125	120	0	0.0			0.0
ODGFBF_01040	hypothetical protein	1	182	0	0.0			0.0
KGAFGA_03095	hypothetical protein	1	168	0	0.0			0.0
HPHECO_01960	D-alanyl-D-alanine endopeptidase	125	313	0	0.0			0.0
LMPAAK_06190	Phage associated protein	1	68	0	0.0			0.0
IECMBI_06445	RNA chaperone Hfq	125	98	0	0.0			0.0
KOBKIE_06030	hypothetical protein	3	61	0	0.0			0.0
ELOKED_07055	GBBH-like-N domain-containing protein	125	123	0	0.0			0.0
JDLPOL_08085	hypothetical protein	6	49	0	0.0			0.0
CJNHGO_02815	YbhB/YbcL family Raf kinase inhibitor-likeprotein	124	109	0	0.0			0.0
EBIOOC_06015	50S ribosomal protein L33	125	52	0	0.0			0.0
FLPKAP_04575	septum site-determining protein MinC	124	238	0	0.0			0.0
CMGIPM_02300	hypothetical protein	1	130	0	0.0			0.0
NNPMCJ_06420	peroxiredoxin	125	145	0	0.0			0.0
GHKIBE_10230	NADH:ubiquinone reductase (Na(+)-transporting)subunit D	125	209	0	0.0			0.0
DKMLDN_11315	CDI immunity protein	1	265	0	0.0			0.0
FLPKAP_05750	hypothetical protein	1	172	0	0.0			0.0
IPDDEA_01645	transcription elongation factor GreB	125	164	0	0.0			0.0
FLPKAP_08640	lysozyme inhibitor	125	127	0	0.0			0.0
AKGBFI_09265	Putative antitoxin of bacterial toxin-antitoxinsystem, YdaS/YdaT	121	77	0	0.0			0.0
EFGCPC_07775	transcription termination/antitermination proteinNusG	125	179	0	0.0			0.0
GILMCH_08535	hypothetical protein	125	100	0	0.0			0.0
HPHECO_04890	50S ribosomal protein L29	125	64	0	0.0			0.0
NEILBB_02585	hypothetical protein	1	886	0	0.0			0.0
AENKPA_09770	hypothetical protein	107	94	0	0.0			0.0
JMBIMI_00280	N-acetylmuramate alpha-1-phosphateuridylyltransferase	125	232	0	0.0			0.0
PDBIIP_08885	PINc domain-containing protein	32	75	0	0.0			0.0
KGFFKI_06470	Cytochrome C biogenesis protein transmembraneregion	125	223	0	0.0			0.0
GHKIBE_11415	hypothetical protein	25	82	0	0.0			0.0
DNHNFJ_03595	opacity family porin	2	222	0	0.0			0.0
HPHECO_00145	putative protein NMB1437	125	234	0	0.0			0.0
FLIFPJ_02870	hypothetical protein	1	68	0	0.0			0.0
ELOKED_05535	peptidylprolyl isomerase	125	161	0	0.0			0.0
HCCGLM_09510	hypothetical protein	125	172	0	0.0			0.0
NKPBLJ_01645	OsmC family protein	125	154	0	0.0			0.0
NNPMCJ_06595	translation initiation factor IF-3	125	135	0	0.0			0.0
DNHNFJ_07165	30S ribosomal protein S20	125	88	0	0.0			0.0
FOGPJI_06865	hypothetical protein	125	60	0	0.0			0.0
IEGIFK_06160	30S ribosomal protein S13	125	121	0	0.0			0.0
NMJJFA_09100	DDE-Tnp-IS1595 domain-containing protein	1	133	0	0.0			0.0
GONEAM_00810	abi-like family protein	125	93	0	0.0			0.0
JPGGPH_10275	class I ribonucleotide reductase maintenanceprotein YfaE	124	97	0	0.0			0.0
ACIHAE_10240	ATP-dependent Clp protease adapter ClpS	124	113	0	0.0			0.0
KMNMBO_05140	thioredoxin family protein	125	78	0	0.0			0.0
NMJJFA_11200	hypothetical protein	1	141	0	0.0			0.0
ALJDAG_04040	hypothetical protein	1	62	0	0.0			0.0
OIJOPB_08515	hypothetical protein	1	218	0	0.0			0.0
EFGCPC_00710	DUF1020 domain-containing protein	1	285	0	0.0			0.0
DPNOOC_10860	hypothetical protein	1	229	0	0.0			0.0
JPGLBI_10340	glutamate-5-semialdehyde dehydrogenase	122	421	0	0.0			0.0
DKMLDN_04655	putative protein NMA0420	125	228	0	0.0			0.0
ELOKED_06895	hypothetical protein	125	39	0	0.0			0.0
DPNOOC_05960	hypothetical protein	1	75	0	0.0			0.0
FLIFPJ_05220	hypothetical protein	1	157	0	0.0			0.0
EBIOOC_00005	hypothetical protein	1	66	0	0.0			0.0
LCAGDG_03415	ABC transporter ATP-binding protein	125	314	0	0.0			0.0
FLPKAP_05965	Lipopolysaccharide biosynthesis translocase	1	475	0	0.0			0.0
HJAEIG_01330	DUF465 domain-containing protein	5	129	0	0.0			0.0
LGFMJF_02640	LysR family transcriptional regulator	125	68	0	0.0			0.0
DCBGBN_04945	CTP synthase	124	545	0	0.0			0.0
IECMBI_11540	hypothetical protein	7	61	0	0.0			0.0
IEGIFK_06850	esterase	125	298	0	0.0			0.0
IPDDEA_05930	Gid protein	125	225	0	0.0			0.0
DCGKFM_05940	hypothetical protein	125	108	0	0.0			0.0
LMPAAK_01695	Membrane protein	124	202	0	0.0			0.0
GONEAM_11345	Cryptic plasmid protein A	28	85	0	0.0			0.0
CMGIPM_00395	hypothetical protein	125	31	0	0.0			0.0
MCBNGC_05385	diaminopimelate epimerase	125	284	0	0.0			0.0
NNPMCJ_11170	hypothetical protein	125	59	0	0.0			0.0
HEPKNL_07750	hypothetical protein	1	169	0	0.0			0.0
FLPKAP_02075	hypothetical protein	2	404	0	0.0			0.0
LMPAAK_07035	hypothetical protein	4	38	0	0.0			0.0
OJCHKC_11675	Conjugal transfer protein TraM	7	161	0	0.0			0.0
KIIHOL_09615	30S ribosomal protein S14	125	102	0	0.0			0.0
AOEIMC_06770	hypothetical protein	1	113	0	0.0			0.0
OIJOPB_01360	hypothetical protein	125	110	0	0.0			0.0
AOEIMC_02090	BolA family transcriptional regulator	125	93	0	0.0			0.0
FLPKAP_11120	DUF945 domain-containing protein	125	517	0	0.0			0.0
LKENIL_09570	hypothetical protein	1	72	0	0.0			0.0
IECMBI_04815	hypothetical protein	5	64	0	0.0			0.0
NKPBLJ_04375	RNA polymerase subunit sigma	125	196	0	0.0			0.0
FLPKAP_01615	cell division protein FtsA	125	415	0	0.0			0.0
EFGCPC_11435	hypothetical protein	1	86	0	0.0			0.0
OIJOPB_01870	TlpA family protein disulfide reductase	125	161	0	0.0			0.0
MCBNGC_08255	helix-turn-helix domain-containing protein	6	173	0	0.0			0.0
CMGIPM_03030	hypothetical protein	21	36	0	0.0			0.0
HCCGLM_10000	hypothetical protein	1	156	0	0.0			0.0
GILMCH_06425	hypothetical protein	81	78	0	0.0			0.0
PNIJEF_07550	DedA family protein	123	138	0	0.0			0.0
BOOKHB_07960	hypothetical protein	2	40	0	0.0			0.0
IECMBI_11365	KorC	7	116	0	0.0			0.0
FLIFPJ_03090	Single-stranded DNA-binding protein	2	144	0	0.0			0.0
IEGIFK_00675	protein-tyrosine-phosphatase	125	186	0	0.0			0.0
HJJNII_05215	NfeD-like C-terminal, partner-binding	125	136	0	0.0			0.0
IECMBI_09660	hypothetical protein	64	49	0	0.0			0.0
EFGCPC_06625	hypothetical protein	1	148	0	0.0			0.0
DKMLDN_06135	transcriptional regulator	125	113	0	0.0			0.0
PNIJEF_04145	type 4 pilus assembly protein PilG	125	411	0	0.0			0.0
KGFFKI_08825	ABC transporter ATP-binding protein	125	267	0	0.0			0.0
KOBKIE_08420	hypothetical protein	1	156	0	0.0			0.0
GILMCH_09750	osmoprotectant transport activator ProQ	125	142	0	0.0			0.0
CPFJAA_04380	DUF498 DUF598 domains-containing protein	125	124	0	0.0			0.0
DFBINA_04235	hypothetical protein	125	50	0	0.0			0.0
NNPMCJ_05765	hypothetical protein	15	68	0	0.0			0.0
FPFEIB_10830	hypothetical protein	1	62	0	0.0			0.0
LMPAAK_00325	hypothetical protein	1	65	0	0.0			0.0
FLPKAP_03340	pilin	2	57	0	0.0			0.0
PNIJEF_07045	Phosphocarrier protein HPr	125	90	0	0.0			0.0
LMPAAK_10755	hypothetical protein	1	69	0	0.0			0.0
AMHIEJ_10410	Putative fluoride ion transporter CrcB	125	120	0	0.0			0.0
DCBGBN_02065	Membrane protein	125	72	0	0.0			0.0
NNPMCJ_09445	30S ribosomal protein S7	125	157	0	0.0			0.0
DNHNFJ_11230	hypothetical protein	7	105	0	0.0			0.0
AKGBFI_07595	arsenate reductase	125	125	0	0.0			0.0
FLPKAP_02310	autotransporter outer membrane beta-barreldomain-containing protein	110	153	0	0.0			0.0
EGAONJ_02825	hypothetical protein	1	106	0	0.0			0.0
KGFFKI_06150	adenylate kinase	125	216	0	0.0			0.0
DFBINA_04540	hypothetical protein	1	33	0	0.0			0.0
HPHECO_10700	Phage associated protein	125	88	0	0.0			0.0
HLLAKN_06225	ClpXP protease specificity-enhancing factor	125	131	0	0.0			0.0
PMGANF_06950	hypothetical protein	2	195	0	0.0			0.0
CEMIJF_08990	hypothetical protein	1	83	0	0.0			0.0
FLPKAP_03865	hypothetical protein	125	141	0	0.0			0.0
JEAGGN_06110	Immunity protein 8	109	120	0	0.0			0.0
HPHECO_06555	endonuclease III	125	221	0	0.0			0.0
AKOKMM_07370	hypothetical protein	123	146	0	0.0			0.0
FLPKAP_00425	arylesterase	125	214	0	0.0			0.0
AHNHIN_02085	hypothetical protein	1	125	0	0.0			0.0
ACIHAE_07105	tautomerase	125	70	0	0.0			0.0
AHNHIN_08465	Periplasmic protein	120	96	0	0.0			0.0
OFCCKL_10105	cytochrome C nitrite reductase	13	66	0	0.0			0.0
CMGIPM_02295	hypothetical protein	1	246	0	0.0			0.0
EFAODB_00590	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	125	330	0	0.0			0.0
DDFKJF_01420	hypothetical protein	1	45	0	0.0			0.0
NKPBLJ_10375	Iron-sulfur cluster repair protein DnrN	125	158	0	0.0			0.0
CPFJAA_01775	hypothetical protein	1	157	0	0.0			0.0
OFCCKL_10350	hypothetical protein	2	129	0	0.0			0.0
HEPKNL_00320	hypothetical protein	125	113	0	0.0			0.0
JCPBFJ_09885	Yeh	46	180	0	0.0			0.0
DPOILH_01425	hypothetical protein	7	47	0	0.0			0.0
BAEFEI_10030	hypothetical protein	2	54	0	0.0			0.0
DCGKFM_01945	thioester dehydrase	19	44	0	0.0			0.0
DCGKFM_10805	disulfide bond formation protein DsbA	125	235	0	0.0			0.0
AFIEGL_07455	hypothetical protein	125	56	0	0.0			0.0
IECMBI_00385	hypothetical protein	1	197	0	0.0			0.0
CLFGNL_06730	Putative phage associated protein	2	70	0	0.0			0.0
HPHECO_11680	hypothetical protein	1	260	0	0.0			0.0
IECMBI_09470	Repetitive large surface protein	78	87	0	0.0			0.0
DBIOJN_04330	hypothetical protein	1	242	0	0.0			0.0
HCCGLM_03300	hypothetical protein	125	81	0	0.0			0.0
MCBNGC_05045	DNA glycosylase	125	210	0	0.0			0.0
OEJBCO_09445	hypothetical protein	1	38	0	0.0			0.0
DBIOJN_05385	hypothetical protein	1	117	0	0.0			0.0
OIJOPB_08620	hypothetical protein	74	39	0	0.0			0.0
HJAEIG_03090	hypothetical protein	1	255	0	0.0			0.0
AENKPA_09610	sodium/proline symporter PutP	125	509	0	0.0			0.0
GPNLAD_10080	Suppressor of fused protein (SUFU)	1	65	0	0.0			0.0
CMOMEB_00005	hypothetical protein	1	77	0	0.0			0.0
ELOKED_07240	hypothetical protein	124	33	0	0.0			0.0
AAJHJC_05030	hypothetical protein	125	56	0	0.0			0.0
NKPBLJ_01335	hypothetical protein	5	140	0	0.0			0.0
LKENIL_01490	Periplasmic protein	125	145	0	0.0			0.0
DCGKFM_06420	bifunctional demethylmenaquinonemethyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinolmethylase UbiE	125	246	0	0.0			0.0
IECMBI_11395	Conjugal transfer protein TrbD	7	106	0	0.0			0.0
ODGFBF_01030	Pilin	1	107	0	0.0			0.0
HEEDGJ_06310	Sec-independent protein translocase subunit TatA	125	68	0	0.0			0.0
DBIOJN_06165	Pilus-associated protein	1	188	0	0.0			0.0
OIJOPB_10230	hypothetical protein	2	103	0	0.0			0.0
FOGPJI_03285	hypothetical protein	1	127	0	0.0			0.0
IECMBI_11375	Single-stranded DNA-binding protein	7	128	0	0.0			0.0
ACIHAE_00015	imidazole glycerol phosphate synthase subunitHisH	125	213	0	0.0			0.0
AFIEGL_00765	hypothetical protein	39	37	0	0.0			0.0
CEMIJF_08065	hypothetical protein	3	170	0	0.0			0.0
DBIOJN_02395	Pilin	1	100	0	0.0			0.0
MPNNBP_11315	hypothetical protein	1	208	0	0.0			0.0
LBAEBK_06825	hypothetical protein	1	162	0	0.0			0.0
CEMIJF_08650	hypothetical protein	2	138	0	0.0			0.0
AKGBFI_06470	tRNA 2-thiocytidine(32) synthetase TtcA	125	320	0	0.0			0.0
GBEPFH_10990	UPF0756 membrane protein NGK_2061	125	149	0	0.0			0.0
